user1,user2,interaction
2855,2349,dislike
952,2081,like
2973,684,dislike
148,1831,like
1693,755,like
252,625,like
2170,725,dislike
2119,2128,like
2446,1162,like
701,144,dislike
2671,2722,dislike
1170,503,like
2780,681,like
276,1781,like
1941,1155,like
743,1374,like
2363,2970,dislike
1297,1667,dislike
2460,494,dislike
2970,990,like
1091,2230,dislike
1076,463,like
477,570,like
714,2652,like
1966,671,dislike
247,1615,like
2000,246,like
166,2175,like
1371,1184,dislike
2867,2342,like
1505,388,dislike
381,216,dislike
1394,1611,dislike
2495,10,like
630,929,like
2627,400,like
913,2904,like
782,1063,dislike
1904,1150,like
2726,1207,dislike
2652,1538,like
461,2866,dislike
1867,1957,like
14,12,like
2080,670,like
1318,1690,dislike
73,234,dislike
2919,662,dislike
1477,122,like
1109,2555,like
2010,583,dislike
2233,1438,like
1847,1057,like
365,2234,like
1690,2855,dislike
1641,1941,like
642,664,dislike
11,2515,dislike
231,1300,dislike
2446,1413,dislike
2974,78,dislike
357,1102,like
2522,2865,like
535,1604,like
1021,1000,like
1197,179,like
2639,1996,like
1036,2281,dislike
1819,1831,like
585,180,like
1437,2253,dislike
2029,2355,like
1007,692,dislike
2996,990,dislike
160,2654,like
339,2626,dislike
486,1059,like
1776,1717,dislike
2490,2678,dislike
1572,661,dislike
258,1839,dislike
1387,515,dislike
882,1895,like
1865,2966,dislike
2367,218,like
1485,710,like
994,477,dislike
1395,1843,like
1306,91,like
972,2319,like
2024,433,dislike
2130,2562,like
508,2217,like
801,1316,dislike
1402,2862,dislike
1824,2934,dislike
2276,1665,like
2967,713,dislike
510,798,like
2214,779,dislike
2783,1850,dislike
1406,2288,dislike
1271,2483,like
2084,1391,like
984,1192,like
752,2598,like
414,257,like
2608,621,dislike
2390,1777,like
1439,2846,dislike
1701,2895,dislike
2406,2936,like
1099,2174,like
1280,1312,dislike
511,1871,dislike
31,201,dislike
1393,1608,like
2240,98,like
2949,696,dislike
2626,2982,dislike
1181,2570,dislike
488,1831,dislike
937,1802,dislike
2537,1412,dislike
91,15,like
2648,2842,dislike
1999,1406,dislike
2043,2596,like
894,2824,like
2486,9,dislike
1723,1115,like
798,888,dislike
2603,1898,like
2603,2741,dislike
1434,326,dislike
654,441,like
853,970,like
2351,2358,like
2244,2613,like
1337,2810,like
2120,2728,like
642,1319,like
43,706,dislike
2683,480,dislike
2706,1103,dislike
303,1085,like
1766,2654,like
912,664,dislike
2625,2210,dislike
2458,1484,dislike
2115,2524,like
1171,1976,dislike
94,2076,like
738,2412,dislike
2663,1550,like
2389,683,like
2202,1187,dislike
1932,2315,dislike
1342,526,dislike
300,1170,dislike
2278,77,dislike
1485,2414,dislike
1150,1970,dislike
2182,1452,like
2450,417,like
1689,2341,like
638,235,like
1322,1617,like
2071,362,like
1132,555,like
191,2750,dislike
1036,88,dislike
907,574,dislike
2035,836,like
179,1031,dislike
617,2083,dislike
1178,680,like
680,1287,like
2611,1220,like
1453,1335,like
722,1810,dislike
929,2753,like
2364,824,like
10,2624,like
2708,590,like
876,986,dislike
2563,1375,dislike
1643,707,like
2024,1250,dislike
1040,2681,dislike
2210,390,like
2331,264,dislike
1103,2877,dislike
2635,859,like
188,2657,dislike
30,597,like
829,540,dislike
1162,1571,like
1510,2769,like
438,1699,like
666,950,like
2304,1316,like
0,382,dislike
623,1325,dislike
394,1559,dislike
2692,2755,dislike
1762,5,like
183,1537,like
670,993,dislike
1693,2267,like
2007,670,dislike
2871,1724,like
437,56,like
2774,1234,like
887,2424,like
2537,2305,dislike
944,2896,like
2302,2252,dislike
1699,1464,dislike
958,918,dislike
783,51,like
2779,1890,like
637,2061,dislike
2555,2411,dislike
2169,1926,dislike
2255,2601,dislike
1122,2723,like
2910,1020,like
54,1938,like
36,142,dislike
1498,423,dislike
2837,2790,dislike
1183,2817,like
1109,665,like
1526,1971,like
2432,1204,dislike
345,2257,dislike
1463,448,dislike
468,2027,like
653,978,like
1836,522,dislike
2087,2585,like
2533,475,like
1759,543,like
990,1388,dislike
845,1884,dislike
1785,1927,like
1605,1465,like
1973,617,dislike
2945,307,dislike
1093,410,dislike
2150,628,dislike
1462,130,dislike
1754,1426,dislike
34,2978,like
816,2380,like
340,105,dislike
468,2606,dislike
2917,2515,dislike
1701,787,like
1875,1595,dislike
1048,2970,dislike
2831,600,like
2651,483,dislike
2658,2036,like
2398,2786,like
287,2291,like
1580,1680,like
847,1469,dislike
2274,2607,like
2145,2049,dislike
2600,398,dislike
804,2804,dislike
909,488,dislike
2327,1276,dislike
1107,1153,dislike
2990,1448,dislike
309,1528,like
2657,1314,like
2584,416,dislike
1605,1079,like
1785,124,like
1975,132,like
829,1339,dislike
872,1434,like
1951,634,dislike
2338,540,dislike
1318,1378,dislike
2571,2501,like
949,2482,like
298,1829,like
1581,2721,like
2982,818,like
122,2600,like
1197,594,dislike
2505,101,dislike
2318,1547,dislike
360,2440,like
2943,1745,dislike
2691,714,dislike
1754,545,dislike
1539,1942,dislike
2708,601,dislike
513,71,dislike
2293,247,like
579,2724,dislike
2533,2308,like
2674,1066,dislike
2149,2516,dislike
1223,949,like
901,2788,dislike
1763,1639,dislike
2293,1370,like
2798,2257,like
260,591,dislike
1527,2425,dislike
2480,1545,like
256,2258,dislike
2941,761,like
400,2358,like
2860,1366,dislike
655,828,like
843,2456,dislike
1434,2319,dislike
2008,1296,dislike
2313,2794,dislike
1546,2329,dislike
2003,2088,dislike
193,348,like
1280,2278,dislike
1087,548,like
1273,2258,dislike
975,2882,dislike
1617,1063,dislike
2438,355,dislike
655,1926,like
29,2601,dislike
265,2720,like
438,1647,dislike
1742,2158,like
2401,553,like
2285,2639,like
718,998,like
1807,2083,like
887,1421,like
172,2275,like
1350,923,like
2303,1927,dislike
1857,2946,dislike
1010,2550,dislike
2633,2584,dislike
2314,53,like
2299,2832,dislike
1727,439,dislike
1425,811,like
44,699,dislike
2265,6,like
2513,299,dislike
1404,1321,like
660,594,like
2376,2980,like
412,960,like
60,1120,like
846,217,like
978,377,like
437,1331,dislike
2673,752,dislike
1894,1401,like
2633,934,like
2344,1566,like
1004,975,dislike
100,110,dislike
2283,1213,like
431,2226,dislike
1926,1946,like
2348,2585,like
939,2841,like
791,2459,like
446,371,dislike
1348,1288,dislike
183,974,like
169,1351,dislike
385,1515,like
2412,2192,dislike
2520,397,dislike
2751,1,dislike
2359,2200,dislike
2492,583,dislike
1498,2338,like
2398,2576,dislike
2218,1259,like
2162,2158,dislike
2052,1046,like
2093,2396,like
2324,2212,dislike
598,1341,like
2836,1062,like
1135,2186,dislike
1045,1214,dislike
273,2428,like
1269,1567,dislike
830,1746,dislike
2424,1858,dislike
1346,1870,like
2079,1445,like
970,34,like
2962,2225,like
2313,1865,dislike
2933,1150,like
1216,2338,like
607,2805,dislike
559,1554,like
2163,1084,like
1304,1762,like
2963,937,like
1826,768,like
773,2373,like
1487,580,dislike
263,1681,dislike
914,2475,dislike
271,1720,dislike
249,2304,like
2309,1872,like
1567,327,dislike
1010,1935,like
568,1273,like
1356,62,dislike
356,792,like
2026,949,like
1487,1138,like
578,1549,dislike
1673,1643,dislike
20,2358,like
1958,1652,like
55,181,dislike
2732,1079,dislike
1284,1255,like
122,2882,like
863,2993,dislike
2562,1935,dislike
1925,855,dislike
2580,515,dislike
2472,1177,dislike
2906,185,dislike
2564,336,like
98,5,like
2629,1894,dislike
590,1881,like
1424,641,dislike
1094,2819,like
2591,1023,dislike
2853,1323,dislike
648,484,like
711,2914,dislike
2546,2855,like
1063,1070,dislike
634,959,dislike
1758,1641,like
1197,866,like
413,660,like
1324,642,like
1159,1715,dislike
2074,2106,like
2543,1706,like
1632,418,like
276,1397,dislike
2822,2147,like
869,474,like
451,1851,dislike
2175,1049,like
1752,1762,dislike
2067,1217,like
1781,1087,like
1837,1537,like
164,2950,like
2530,2564,dislike
945,2546,like
2663,1105,dislike
2005,1467,dislike
286,860,like
2558,548,like
1164,1784,like
2309,1561,dislike
982,393,like
231,2882,dislike
99,1632,dislike
1908,2089,dislike
543,1161,dislike
2704,2700,like
795,895,dislike
2247,283,like
1531,2983,dislike
1116,853,dislike
2657,605,like
2997,2228,dislike
843,1934,dislike
50,2127,dislike
2752,1369,dislike
1273,429,dislike
702,677,dislike
2853,2474,like
1262,1107,dislike
55,2506,like
2281,1140,dislike
2393,378,dislike
904,1132,like
2705,454,like
2059,1422,dislike
2199,983,dislike
2842,1635,dislike
1310,1355,like
470,977,like
2905,438,like
312,1377,like
1561,232,dislike
764,1060,dislike
1359,1886,like
389,2634,like
178,974,dislike
2457,1736,like
593,2400,like
2485,1082,dislike
2576,2505,dislike
1680,2619,like
1605,2531,like
2482,2873,like
652,2245,dislike
1543,2319,dislike
1860,2227,dislike
760,749,dislike
272,1283,dislike
355,207,like
706,1651,dislike
1450,1430,like
1112,757,like
2856,1137,like
1700,749,dislike
582,2501,dislike
1616,2488,dislike
2281,1602,like
2579,2865,dislike
1583,2945,dislike
580,2136,like
1269,138,dislike
511,880,dislike
2316,2556,dislike
2451,1996,like
895,1230,dislike
636,2772,like
1130,1819,like
561,1492,dislike
73,175,dislike
809,1503,like
1066,392,like
936,1823,like
2437,561,dislike
2100,441,dislike
1723,1802,like
2322,1539,dislike
401,412,like
1034,2372,like
2753,1174,dislike
2625,2389,like
592,1362,like
2377,1869,like
121,2548,like
844,776,like
1766,879,like
1631,2827,dislike
2145,1443,dislike
1806,1788,like
2526,397,like
448,1329,dislike
2752,2609,dislike
1183,928,like
2015,319,like
360,449,dislike
2396,273,dislike
244,2411,like
1594,1371,like
311,2551,like
144,254,like
2496,1022,dislike
2154,1410,like
2075,1953,dislike
635,40,dislike
2222,953,like
1774,637,dislike
2187,1138,dislike
1190,2298,like
2897,945,dislike
864,1540,dislike
1419,2027,like
924,740,dislike
1619,455,dislike
974,2582,dislike
2694,1905,dislike
2205,2633,like
394,1670,dislike
611,178,like
1396,2657,like
2852,1195,like
2112,1783,like
1023,1754,like
895,405,dislike
274,2421,like
34,2365,dislike
171,2419,like
417,1750,dislike
184,1360,like
823,1335,like
1509,1456,like
2760,547,like
1147,2012,like
1281,52,dislike
801,1013,dislike
2728,2370,dislike
748,1907,like
58,1511,dislike
26,2840,dislike
225,927,dislike
2850,2492,dislike
1411,844,dislike
204,744,like
2226,1747,like
675,1917,like
491,1760,dislike
2131,930,dislike
1461,216,like
2710,2890,dislike
1298,2870,like
1830,287,like
753,509,dislike
806,2080,like
117,1954,dislike
1587,1355,dislike
1683,2895,dislike
2964,578,dislike
2581,358,dislike
167,1152,dislike
1036,316,like
2895,1849,dislike
1260,67,dislike
2019,441,dislike
1600,2733,dislike
2387,827,like
2516,2762,like
2462,1755,like
839,1653,like
261,1264,dislike
2972,2742,dislike
458,2821,like
2147,1171,dislike
2988,1529,dislike
35,2697,like
2621,2336,dislike
18,1342,like
2367,261,dislike
1779,1714,like
2187,2244,dislike
144,1132,like
557,1421,dislike
552,111,dislike
2844,765,dislike
59,1890,dislike
1171,2733,dislike
1693,750,like
570,568,like
1122,1769,like
465,1680,like
468,1195,dislike
2175,2144,like
62,1389,like
1208,316,dislike
2797,323,like
143,1424,dislike
1823,275,like
1350,2436,dislike
181,2311,like
1476,189,dislike
1780,2900,like
1349,2631,dislike
1560,2409,like
2144,78,dislike
131,2707,like
398,2517,dislike
2520,1565,dislike
424,2527,dislike
666,2006,dislike
1135,175,like
2253,1420,dislike
241,1173,like
2281,1507,like
2284,1098,dislike
2212,442,like
341,256,dislike
1523,1960,dislike
708,899,like
1713,1624,like
2637,834,dislike
6,1526,like
2437,2460,like
1663,848,dislike
678,2395,like
2716,2149,like
36,2411,dislike
2007,2058,like
204,1677,dislike
1611,1138,like
546,2487,dislike
25,1272,like
2432,1889,dislike
1168,1693,like
787,35,like
2782,2901,dislike
2304,2221,like
1860,1273,like
2057,2677,dislike
1,2929,dislike
2352,1686,dislike
2428,2735,dislike
1039,2925,like
2865,2062,like
652,971,like
2808,224,like
277,2833,dislike
1189,1197,dislike
338,62,like
2940,2265,dislike
1603,2840,dislike
1206,2572,like
1102,1596,dislike
1178,2523,dislike
230,2923,like
631,6,like
1460,984,dislike
939,1525,like
2280,2043,like
1994,707,dislike
2450,2410,dislike
2964,1493,dislike
1757,93,like
2031,28,dislike
2810,1464,like
1163,861,like
1035,2146,dislike
577,306,like
2734,2559,like
2425,2778,like
1730,1192,like
1952,1375,like
1830,944,dislike
515,2286,dislike
507,748,dislike
2902,566,dislike
165,800,like
2171,2705,dislike
1253,2381,like
108,426,like
1704,543,dislike
2523,2808,like
2825,496,dislike
43,2180,like
1032,437,dislike
2083,1464,like
1394,1036,dislike
2498,1157,like
2111,1197,like
343,794,like
706,1063,dislike
2101,2404,dislike
868,2898,like
1331,2993,dislike
505,2361,like
950,166,dislike
690,1771,like
1171,1584,like
1701,1782,like
963,386,like
136,2355,like
815,2951,dislike
2717,911,like
1334,2225,like
2234,406,like
1375,2164,like
777,31,dislike
2105,2755,dislike
47,561,like
1802,2978,dislike
1764,213,like
2117,2160,like
790,169,dislike
2009,2524,like
1198,2996,like
2488,737,like
2064,826,like
2110,2726,dislike
1431,2204,like
1866,2609,dislike
2054,2230,like
2287,852,dislike
20,1540,like
196,2201,like
303,1671,like
1421,1648,like
1491,381,dislike
1785,1770,dislike
2470,1827,dislike
2012,2106,like
576,387,like
2586,2424,dislike
86,954,like
2030,1950,like
2108,2820,like
249,505,dislike
2636,2468,dislike
604,1733,dislike
1799,1717,like
956,2944,like
2238,2813,dislike
854,1854,like
752,1837,like
1436,316,like
1893,1575,dislike
1432,2774,like
2963,1440,dislike
1043,2309,like
2630,2114,like
2006,1842,like
2636,1795,like
2697,2894,like
138,2038,like
1608,1460,like
721,1391,dislike
1241,540,dislike
2785,888,like
2896,676,dislike
234,242,dislike
1397,526,like
711,1676,dislike
2757,939,like
1566,1481,dislike
1850,879,like
982,2969,like
275,812,like
1669,1525,like
2733,2929,like
215,95,dislike
894,767,like
1493,1470,like
1715,1038,dislike
2164,1436,dislike
2856,1088,dislike
1076,426,like
870,561,like
165,2132,like
510,225,dislike
1362,2316,dislike
2876,1241,dislike
2014,2663,like
605,1588,dislike
777,9,dislike
1518,438,like
2421,905,dislike
979,2929,dislike
752,1719,dislike
2842,2786,dislike
292,1805,dislike
1395,821,dislike
1881,2732,dislike
2262,2098,like
334,2945,like
888,2792,dislike
1041,2506,like
1318,1888,like
1929,86,like
368,2625,like
2179,1406,like
1077,1684,like
870,2814,dislike
2198,2685,dislike
2237,2330,like
1090,1989,dislike
596,2388,like
1708,2786,dislike
1076,1041,dislike
1940,2234,like
1639,1228,dislike
634,881,like
2468,175,like
342,676,like
993,1994,dislike
2502,576,dislike
138,1900,like
578,938,dislike
371,2883,dislike
2678,291,like
1745,2663,like
228,1926,dislike
490,1747,like
661,1311,dislike
2188,2160,like
563,519,like
1717,2753,dislike
1832,1882,dislike
46,436,dislike
1591,1894,dislike
2247,2952,dislike
2472,1225,dislike
2708,2602,dislike
675,602,dislike
1791,471,dislike
793,1460,like
1850,2973,dislike
11,607,dislike
2223,1755,dislike
2675,2366,like
2381,1410,like
168,2033,like
58,392,like
346,1012,dislike
792,1997,like
1104,2774,dislike
2192,769,like
2027,1172,like
1175,805,like
2885,1426,like
1525,2902,like
1069,672,dislike
1304,1983,like
57,2742,dislike
2502,1578,dislike
2906,2652,dislike
646,457,dislike
1179,2736,like
406,2620,like
262,722,like
428,2186,dislike
750,2970,dislike
2766,1892,dislike
287,62,dislike
2008,2322,like
1452,474,like
337,119,like
1053,738,dislike
1081,1210,dislike
1645,2531,dislike
1957,1019,dislike
30,2680,dislike
1343,1870,dislike
524,188,like
66,1589,like
1189,2646,like
2902,944,like
1673,319,dislike
385,1593,like
2107,2358,dislike
1690,2069,like
2503,2030,dislike
810,990,dislike
1478,509,dislike
2415,1727,dislike
2347,2097,dislike
2961,2649,dislike
1895,1627,like
1855,2886,like
320,2297,like
1632,607,like
696,2673,dislike
1111,481,dislike
508,1619,dislike
1530,1547,dislike
2287,1008,like
1885,2094,like
1994,164,dislike
911,936,like
2580,2008,dislike
2529,2386,like
824,93,like
832,1211,like
1039,1961,dislike
1827,1087,like
2468,1004,dislike
1941,150,like
2949,110,like
374,1015,dislike
364,2235,dislike
1381,1248,like
1836,2849,dislike
1244,2172,dislike
9,445,dislike
2875,1022,dislike
2125,1029,dislike
371,1613,dislike
1740,2934,like
1201,2073,like
2899,2727,like
518,2156,dislike
158,865,like
2445,56,like
428,442,like
1874,1999,like
1425,1020,dislike
1148,1090,dislike
369,1069,dislike
2044,1945,like
2837,1896,like
2594,1141,dislike
399,2140,dislike
887,1176,like
206,142,dislike
2713,1452,like
546,1318,like
9,2538,dislike
1839,106,dislike
2566,434,dislike
121,2705,like
879,172,like
54,621,dislike
2008,934,dislike
2457,2252,dislike
1947,857,like
1763,115,dislike
17,1695,like
1502,405,like
596,57,dislike
2229,2184,dislike
2814,331,dislike
1836,615,like
2023,1299,dislike
2819,2106,dislike
863,1521,like
2591,149,like
368,1789,dislike
232,603,dislike
1347,146,like
1141,51,like
699,1092,like
2738,42,like
1952,1259,like
403,2907,like
554,1347,dislike
638,2202,like
835,669,like
2141,2770,dislike
1914,465,dislike
270,845,dislike
2652,130,dislike
2094,1552,like
2880,198,dislike
682,2623,dislike
1108,2498,dislike
2403,2065,like
780,833,dislike
2982,2511,like
2019,1203,like
2327,2279,like
2023,2145,like
2055,1319,dislike
247,1993,like
699,209,like
2694,1330,dislike
852,6,dislike
1209,2424,like
220,1744,like
1850,2074,like
223,780,like
1648,2089,dislike
671,2846,dislike
1230,2911,dislike
1109,682,like
1769,1013,like
1459,300,like
1609,2131,like
217,476,like
1425,766,like
1224,1549,like
949,108,like
1103,1463,dislike
1998,1107,dislike
2246,184,dislike
89,1559,dislike
1323,2779,like
396,1435,like
2428,2367,like
1704,1189,dislike
2457,2169,dislike
30,1764,dislike
2871,737,like
2657,2752,dislike
34,2560,dislike
356,634,like
1548,613,like
2840,1335,dislike
133,398,like
1667,9,dislike
2784,2870,dislike
623,898,dislike
1115,1004,like
2628,2179,like
141,1724,like
547,1468,dislike
2274,1449,dislike
2026,1568,like
9,1009,dislike
753,2449,like
2051,358,like
1586,31,like
1369,2797,dislike
2106,691,dislike
1094,2569,like
2841,665,dislike
2007,1380,like
100,2375,dislike
848,2883,dislike
2552,534,like
1231,264,dislike
1116,1969,dislike
831,2209,dislike
321,376,dislike
593,1046,like
819,1108,like
38,894,dislike
64,2111,dislike
2810,1738,like
2199,1127,dislike
2363,898,dislike
1765,2322,like
1734,1561,like
582,727,like
1748,1522,like
1402,21,dislike
614,1334,dislike
542,1715,like
1256,614,dislike
876,2277,dislike
1624,733,dislike
178,586,like
2512,2559,like
1739,2405,like
51,1676,like
40,1963,like
468,1056,like
438,1691,dislike
215,2249,dislike
1799,1456,dislike
2289,746,like
404,16,dislike
750,2116,dislike
256,495,dislike
443,406,dislike
707,803,like
1562,866,dislike
1786,1910,like
2268,281,dislike
1230,930,dislike
2772,44,like
1818,1822,dislike
2322,2231,like
1629,2126,dislike
1861,1324,like
2205,1467,dislike
2832,2507,dislike
2190,22,dislike
944,1572,like
571,2813,dislike
781,2918,dislike
1735,2452,dislike
1650,1199,like
2887,952,dislike
2968,2751,dislike
116,2049,like
103,1802,like
622,2041,like
95,89,like
304,2064,dislike
620,1784,like
493,884,like
1115,2418,dislike
2174,231,dislike
1929,1538,dislike
869,2784,dislike
838,2509,dislike
1815,594,dislike
302,1755,like
2578,2613,dislike
2042,2198,dislike
2299,377,like
310,1573,like
2037,302,dislike
2999,254,like
1431,1831,dislike
1207,764,dislike
2509,1074,dislike
2740,2592,like
1999,2408,dislike
1499,492,dislike
1822,457,dislike
2796,1388,dislike
2768,2905,like
1449,273,dislike
2877,502,dislike
2873,1996,like
47,2604,like
334,2471,dislike
2629,1478,like
94,348,dislike
2059,850,like
1139,1614,like
191,2518,like
449,195,dislike
233,2162,like
2378,1571,dislike
1930,1995,like
2067,2798,dislike
469,1232,dislike
1377,540,dislike
2761,315,dislike
901,2659,like
1469,1593,like
1172,2931,dislike
585,1400,dislike
681,264,dislike
190,84,like
1081,2562,like
1255,359,dislike
239,1707,dislike
95,2972,like
2381,415,dislike
86,2965,dislike
1597,2976,like
2178,78,like
2179,151,dislike
2959,2868,like
2130,2201,like
2307,2342,like
526,2078,dislike
933,2848,dislike
2301,753,like
99,2884,like
1403,108,dislike
2562,1601,dislike
2367,1342,like
2297,1326,dislike
1253,643,dislike
1907,290,like
532,1236,like
2124,1505,dislike
2253,2465,dislike
2096,2970,like
631,1647,dislike
1779,2952,like
1884,1125,dislike
547,1427,like
1576,190,like
2988,1028,like
2572,2178,like
2710,1950,dislike
2222,542,like
751,1917,dislike
566,2424,like
2648,108,dislike
1133,1299,like
1201,560,like
2879,1131,like
2480,1763,dislike
2600,384,like
1061,271,dislike
1148,2036,like
1826,1987,dislike
1833,2590,dislike
828,1081,dislike
1126,827,dislike
1530,1962,like
1670,977,like
2653,2671,dislike
605,1111,dislike
161,2221,dislike
2064,629,dislike
2317,2098,dislike
835,0,like
691,1076,dislike
2116,1137,dislike
516,1306,dislike
2379,998,dislike
709,1859,like
142,1503,dislike
2726,1896,like
2137,891,like
85,1268,like
1668,2106,dislike
226,1453,dislike
1558,580,dislike
551,189,like
2979,978,dislike
2203,2766,dislike
1053,1134,like
1842,1009,dislike
2928,1334,dislike
2030,1806,dislike
2434,1566,like
674,1929,like
10,2607,dislike
2937,1048,dislike
840,2622,like
341,2473,like
2480,2291,dislike
2936,2214,like
950,1237,like
2844,2409,like
1062,2175,dislike
2887,811,like
2179,2319,like
274,1395,dislike
2953,1893,dislike
2653,217,dislike
92,1820,dislike
1191,735,like
1108,1444,like
587,2756,like
1216,1157,like
41,497,dislike
1022,494,like
3,2886,like
2225,1216,dislike
2603,137,like
2611,2413,dislike
1868,1670,like
615,2057,dislike
255,441,like
2599,238,dislike
932,2736,dislike
2911,2306,like
2506,1709,like
721,1289,dislike
460,2942,dislike
2709,2260,like
804,960,like
1389,874,like
1434,1078,dislike
512,1154,like
1866,2594,dislike
1503,1009,like
2065,2154,dislike
2775,1343,dislike
458,2573,like
1271,1966,like
692,866,dislike
279,399,dislike
1228,2588,like
2695,1168,dislike
192,2783,dislike
2799,1739,dislike
1412,1988,dislike
2700,1751,like
2328,1687,like
2427,2870,dislike
2276,348,like
2438,119,like
2228,1017,dislike
1192,2170,dislike
1446,915,dislike
2260,2826,dislike
1428,2411,dislike
2480,182,like
1606,2421,like
13,2450,dislike
623,1988,like
1145,1502,like
2348,1416,dislike
2204,410,dislike
1470,1370,like
230,1452,like
2841,2952,dislike
2210,90,dislike
1047,2981,like
1998,1251,like
2559,696,like
2873,93,like
971,2931,dislike
858,1200,dislike
155,2278,dislike
890,1572,like
2523,807,like
1672,629,dislike
1231,1259,dislike
1748,1174,like
1905,342,like
1699,2222,like
1084,670,dislike
2119,2646,like
896,1207,dislike
510,30,dislike
319,199,dislike
2875,2597,like
13,2005,dislike
2607,2355,dislike
203,164,dislike
316,739,dislike
2884,2234,dislike
449,348,dislike
438,2055,dislike
2569,1729,like
1020,1803,dislike
1681,1424,dislike
298,1747,dislike
2276,272,like
170,1653,dislike
1619,1629,dislike
1741,401,like
1905,254,dislike
518,709,dislike
1136,1074,like
1480,2127,dislike
1653,1114,like
1071,2849,dislike
2763,130,like
1646,516,like
484,365,dislike
2631,2624,like
139,1619,dislike
2936,1289,dislike
268,2474,dislike
2804,817,like
2461,410,like
1068,1748,dislike
2839,1326,like
863,2163,dislike
407,1688,dislike
1608,1022,like
1542,1100,like
2435,277,dislike
1823,1987,like
1558,1733,dislike
1497,105,like
2089,2756,like
809,1281,like
564,1736,dislike
2326,2698,dislike
48,51,like
2411,1185,like
2884,2454,dislike
1685,2116,like
1721,1646,dislike
2708,2585,dislike
2848,162,dislike
1374,1617,like
2942,2727,dislike
2568,2759,like
1389,1171,like
1403,1668,dislike
2858,2281,like
2190,1994,like
2006,583,like
2657,773,dislike
278,1227,like
1038,187,dislike
815,1917,dislike
1068,2290,like
1536,2839,dislike
670,2385,like
2188,1569,like
442,169,dislike
2434,649,like
48,1200,like
1670,66,dislike
2876,1205,like
2556,2260,dislike
1660,853,like
162,1250,dislike
995,2974,dislike
884,2716,dislike
500,2749,like
985,2640,dislike
2528,963,like
657,1876,like
2412,2555,dislike
1047,377,dislike
1442,2351,like
1151,2891,dislike
981,1332,like
2004,1313,dislike
2158,1335,like
2637,1762,like
1631,345,like
1150,2675,dislike
2065,1804,dislike
1566,1659,dislike
848,2340,like
811,608,dislike
1872,1768,dislike
2505,2253,like
1331,502,dislike
1455,333,like
2936,121,like
2168,1431,like
1435,1350,like
2467,199,like
2989,1208,dislike
216,281,like
686,1443,dislike
2285,2278,dislike
2239,44,like
1546,1308,dislike
2754,563,dislike
2224,2903,like
549,798,like
2909,1369,like
730,1757,dislike
2299,88,like
119,2880,like
439,2877,like
1073,1965,like
2514,2458,like
436,1970,like
2957,1736,dislike
50,503,like
1912,1378,like
1549,302,like
60,477,like
2994,1905,dislike
2584,615,like
1081,1625,like
2887,246,dislike
2160,1298,like
300,1435,dislike
2629,220,like
321,451,like
92,28,like
2573,1140,like
1836,215,dislike
2947,2818,dislike
2298,1419,like
2382,2323,like
730,2074,dislike
1986,1241,like
2182,1923,like
2573,2192,dislike
57,11,dislike
2405,1397,dislike
1820,1274,like
1406,1176,like
2578,2066,dislike
614,957,dislike
337,2265,dislike
2188,169,dislike
1528,686,like
673,417,like
2864,299,like
2624,2445,like
1964,2055,dislike
836,849,like
2698,1114,like
504,562,like
2317,776,dislike
229,1944,dislike
2310,1618,like
31,1441,like
930,988,dislike
1370,1596,dislike
104,812,like
1979,1643,like
2880,878,like
2985,1404,like
2573,428,dislike
2064,2355,dislike
1783,285,dislike
1699,2216,like
1693,1772,dislike
1730,1334,like
987,712,dislike
2013,47,like
1913,2723,dislike
2397,2695,like
1537,44,dislike
2861,365,like
2782,1642,like
376,2899,like
2330,1789,like
79,2420,dislike
614,235,like
2501,2507,like
1359,938,like
2717,2291,dislike
385,1281,dislike
2159,1070,like
241,1460,dislike
1323,1531,like
943,416,dislike
1699,446,like
2706,100,like
1925,1238,like
1612,420,dislike
2876,291,dislike
677,162,dislike
1700,361,like
1529,579,dislike
1797,1940,like
1092,1098,like
2674,1269,dislike
2237,2808,dislike
1714,2450,dislike
2098,1046,like
784,2638,dislike
883,146,dislike
261,2350,like
567,1102,dislike
1850,1120,dislike
234,967,like
1732,1151,like
49,1435,dislike
2600,898,dislike
939,440,dislike
708,133,dislike
2472,2009,dislike
2058,2076,dislike
1722,2844,dislike
501,479,like
183,1350,like
20,2444,dislike
474,1350,dislike
95,474,dislike
505,2376,dislike
811,1454,like
2358,2559,dislike
1513,2950,dislike
1235,406,like
1678,1208,dislike
312,1280,dislike
989,104,dislike
250,271,dislike
1071,2272,like
1209,1867,dislike
699,313,dislike
1943,1448,dislike
814,2726,like
2246,1575,like
377,1517,dislike
645,2071,dislike
1905,295,like
1427,1443,dislike
1200,1917,dislike
666,2009,like
2470,785,like
847,314,like
2403,2875,like
1164,1949,dislike
1524,556,dislike
2901,929,like
2220,2852,dislike
1046,1186,like
1233,276,like
406,970,dislike
2752,903,dislike
1336,930,dislike
1568,2064,like
1314,438,like
30,1740,like
2182,1778,like
1945,1511,dislike
1982,1886,dislike
1288,2298,dislike
1443,2141,dislike
319,1604,dislike
1662,908,like
699,2651,like
356,1338,like
1311,1506,like
432,984,dislike
21,2968,dislike
1399,2682,like
365,2266,dislike
1474,2785,dislike
1323,2694,dislike
421,2290,dislike
1084,1565,like
230,2006,like
1541,1907,dislike
111,2056,dislike
2329,876,dislike
1165,2621,like
